5,phone works great features are different than previous phones had really old one but got used to it quickly
,
5,chose this phone for my wife over iphone works like previous models no issues thus far
,
5,this is beautiful phone but if you have wait to upgrade my daughter had we needed gb of storage that comes standard with this phone there is almost no difference between other than better camera glass finished back it is great phone though if you are upgrading from
,
5,iphone is blend of old-school new-school feel design you ll find many of same features from iphone built in this model what stands out to me is progression of technology need to access information more accurately iphone achieves this goal overall
,
5,this is exactly like every other phone it really great cant wait to post what eating for dinner
,
5,could not have waited any longer this phone is superlative in all aspects everyone should buy this apple
,
5,ios is amazing since ve upgraded from 6s to have absolutely no regrets overall great reliable fast phone
,
3,like iphone but it seems like you have to do update more frequently than any iphone have had in past
,
4,upgraded from iphone 6s battery lasts much longer great product overall just new ios was crashing all fixed now
,
5,so far so good with iphone battery lasts long time compared to old iphone
,
5,have had iphone since it came out in have always been fan got this for kids for my wife myself love picture quality sound that comes from phone it is even better on it is so fast truly one of best
,
5,have had iphone since it came out in have always been fan got this for kids for my wife myself love picture quality sound that comes from phone it is even better on it is so fast truly one of best
,
5,easy to use love camera all features
,
5,used dated blackberry for years love pictures
,
5,just updated from 5s after several years this phone has great size screen great speaker so much easier to hear
,
5,love my new iphone8 it is amazing everything ever wanted display is beautiful feel bad for everyone without one
,
1,didn get reward points for this please transfer reward points
,
5,love all upgrades made to new iphone life is better
,
5,phone works good has lot of newer features verizon is best carrier
,
5,had when that died because of water damage upgrading to was easy simple other than few minor upgrades it basically same as iphone6 which loved so this was no brainer big plus is that is water resistant see above why that is big deal
,
4,hope battery lasts longer than 6s has recently like updated camera features
,
4,like updated camera features hope battery hold charge longer than old phone
,
2,bought one was defective out of box had to buy another wait for my credit on defective one thought seriously about switching to droid wish had of reload from icloud did not go well very poor work by apple very didappointed
,
5,iphone is amazing upgrade from my old iphone loved form factor of so very happy that is almost identical in this regard touchid is lot better than it was on it unlocks almost instantly it recognizes my fingerprint much more often then my has been
,
5,very happy with this phone all of improvements to it
,
5,this was much needed upgrade for me it more than meets my expectations love this phone
,
5,easy to navigate larger memory screen is easy to read
,
5,has larger memory than my iphone easy to navigate
,
5,got to replace iphone very happy phone amount of storage
,
5,well its iphone definitely recommend if you like ios
,
5,new iphone is great upgrade to my old iphone 6s plus camera is amazing along with many new features enhancements
,
5,must have best iphone yet best size functions
,
5,switched from samsung to my first ever iphone love size do not like how big all other phones are getting so hope apple continues to offer this size quality
,
5,does exactly what it says it does great product for money
,
5,watta design camera is awesome just lacking portrait on front camera except that phone is awesome
,
5,my new i8 is great was very happy with store employees very helpful fast
,
5,this phone has easy to hold size love graphics in apps
,
5,yep had to do it bought my first smart iphone am very pleased thus far feels good performs great still have lot to learn but what great fun
,
5,great phone look know many people dont understand difference between saying that why you would just get well thats thing its all relative phone you love is not bast one fancy features it based on you love this phone my husband loves those old flip phones that don do anything lol it just preference so who cares you only you
,
5,iphone hasnt let me down not many new upgrades on this phone from my 6s that have noticed am just basic user pictures text calls few apps
,
4,switched to apple from samsung for convenience my car is apple friendly it sounded like good reason at time happy with phone battery life apps so forth just prefer samsung over apple if you re apple lover you ll love this phone
,
5,great phone as always we had iphone before upgrade to is amazing so much faster super happy with it
,
4,great phone glad to be away from large plus size battery life seemed better on plus but still get over day on this one so nothing to be concerned about
,
5,good phone but too expensive to carry around not sure if it worth it
,
5,another great iteration of iphone mostly just faster than its previous models
,
5,fast accurate just best one ever love new non push button it is so easy accurate
,
5,availability of all phones with all color options storage capacities best service overall great experience
,
5,iphone is great ease in function camera are selling points
,
5,very stylish easy to use definitely faster pore responsive than previous models
,
5,love my new apple iphone camera on new phone is amazing clarity of pics look like they were taken on proffesional camera above all experience itself was fantastic kaylee was my sales representative could not have been better
,
4,still familiarizing myself with new features no complaints so far
,
3,iphone is just updated 6s should have waited on
,
4,went for iphone se to this one have no complaints is it much better than se no but it has much more room given had 16gb se really loved my se has been pretty reliable so far it does have few features my se did not have
,
5,got this phone as replacement for iphone se which had screen issues so far it working great
,
4,just received thus item in last weeks son wanted plus but he so he doesn get choice other than him being grumpy about smaller phone he loves it says it has way better features than 6s he had upgraded from
,
5,no problems so far like new features wireless charging
,
5,phone is elegant fully equipped like any other phone
,
4,love my new iphone staff at best buy did great job in helping me decide which phone would be best for me
,
4,new iphone was great upgrade from iphone camera is amazing
,
5,this iphone replaces iphone 4s love it only downside is number of apps really liked but are no longer supported
,
5,best phone ever best buy is best store ever they have everything you need
,
4,over all phone is good like camera it functions well
,
5,enjoying my first iphone now am completely apple user was again impressed with best buy staff great knowledge desire to help made this another pleasant experience
,
5,beautiful improvements on bigger capacity makes it great value
,
5,awesome phone apple is great company easy to use nice upgrade
,
5,iphone all way great buy for buck best phone ever
,
2,this phone is slower screen flickers much heavier should have stayed with
,
5,love this new phone great features love new camera
,
5,great phone for my needs to do my everyday things will
,
5,this phone is step up from my iphone se beautiful
,
4,upgraded from iphone some good features compared to my last love true tone color where it adjust white balance base on amount of light in your surrounding its quite pleasant on eyes wireless charging isn greatest but feature is there if needed bigger storage is always plus starts at as oppose to in its last model would honestly say if you re coming from iphone lower this would be great upgrade if you have like did should probably keep it
,
4,phone is wonderful easy to use set up screen is great love fact that it is as great as plus but smaller less bulky
,
5,this is great phone not too much of upgrade from
,
5,easy to use screen is super clear has good sensitivity
,
5,easy to get use too feel like have more security than with android
,
5,love my new rose gold iphone eight its slim beautiful easy to use there are some new things to learn since previously was android user find transition easy lots of fun
,
5,great phone full charge lasts forever overall speed is amazing must have
,
5,am expecting great performance from this product my other iphone did not disappoint
,
5,my wifes iphone was struggling but this is massive upgrade in every way
,
5,have been apple customer for several years they never disappoint me new phone screen is very crisp gorgeous upgraded from iphone love it
,
5,avid apple user for years some say apples behind in technology but think they just perfect it before releasing
,
5,iphone in my opinion is very good phone but not much better than even with exception of wireless charging it really not worth extra cost
,
5,this was replacement phone for iphone very happy with phone technician from best buy who transferred my data from old phone to new just wish they weren as expensive as they are so far phone works very well
,
5,love newest features charging pad convince is great wish could afford
,
2,new iphones are underwhelming its nice that hardware software are little better than previous models but phones are overpriced glass on phone front back cause it to slide off of surfaces frequently make it difficult to hold in my hand prefer metal-backed phones because friction makes them easier to hold have dropped this phone many times have already cracked screen very glad didn pay for
,
4,was going to go with but this turned out to be better value camera is much better looking forward to wireless charging
,
5,this is replacing my wifes iphone6 can definitely tell difference in speed much faster processor other than that you can really tell difference wireless charging is cool too have lexus nx sport it had iq charger in it but charges slow
,
5,am very pleased with this phone it has fufiled all of my phone needs
,
1,dear support purchased iphone cannot use european simcard what can do
,
4,upgraded from iphone to iphone love photos slow motion video
,
4,great upgrade everything my old iphone had plus more only reason for stars was lack of dual cameras as iphone plus offers
,
5,this phone fits my needs perfectly camera is fantastic
,
5,new to iphone it is great phone lot of features
,
3,had to get new phone because dropped my old one shattered it went to work tried to plug in my headphones found out can new headphones plug into charger so you can listen to music keep your phone charged at same time unless you charge it wireless but that type of charger is extra cost
,
5,know everyone is going crazy over but still set on having home button
,
5,best buy has new iphone in stock make it super quick easy to upgrade
,
4,battery life appears to be excellent phone is lightning fast takes excellent pictures haven found anything do not like about it rated stars based on reviews read that glass back can easily be broken not even going to take chance so it went from shelf into otterbox
,
5,love it so far am usually one with oldest phone now have best
,
5,upgraded from 6s to haven had any issues with phone works like any other iphone home button isnt real button just touch sensitive which like
,
5,my daughter really likes phone as her iphone stopped working it is great replacement
,
5,no other phone ve owned has been as reliable it just works
,
5,another top notch apple product wireless charging is must
,
4,battery life is not any better than iphone6 had
,
4,am very pleased with iphone it is best phone ever had
,
5,have always loved iphones they never disappoint good service at cellular spot in best buy
,
5,phone we have come to expect need camera is even better than last one great memory capacity
,
5,easy to use info easily transferred from samsung
,
5,upgraded from iphone to regular iphone thought about but decided instead to go with regular it fast reliable solid performer
,
5,great experience at best buy excellent phone with great features
,
5,very easy to use great camera great speakers easy to handle
,
5,noticeably faster than my iphone very satisfied so far
,
5,not really new sexy but good reliable phone with incremental upgrades
,
5,purchased iphone8 for my son sales rep was helpful patient price match for iphone plus gave discounts for accessories
,
5,iphones used to be about innovation nowadays they are about reliability security that it waiting for next crazy model since nothing else surprises me nowadays not even overpriced
,
4,iphone seems to be quite similar to iphone minus few upgraded features have had many issues of glitches with phone shutting itself off
,
5,absolutely love new iphone it so much faster than 5se
,
5,bought this because my old phone would constantly die new hardware is so much better this phone is lightning fast this camera is amazing
,
5,great iphone worth money very efficient high tech
,
5,service was great they explained everything so knew what was getting into plus love phone
,
4,am not avid phone junkie there are some that utilize their phones for just about everything no judgment here just way our society is today to be honest am not so much perhaps just not as quick see lots of advantages from iphone to camera is plus operating system is much more responsive cell reception in north area of my city is much better as have both of main cell services with multiple device that apple provides do not think it has to do service provider all in all great phone but bit pricey as it comes from old rather dapper chap if may add like myself that finds himself more routinely saying remember when in this case rember when could get cell phone for free hahahahah
,
5,great camera holds its charge clarity on phone calls is good
,
4,very satisfied so far there is lot to learn but am getting there
,
5,am so glad made switch couldn be happier that now have ios on apple
,
5,recommend doing instore pickup was in out of store with new phone in less than min
,
5,got my wife this new version of iphone she loves it she used to have 6s this is so much faster
,
4,would recommend this product for someone who is making big jump in there phone upgrade would not spend money switching from iphone to iphone not worth slight difference
,
5,my mother got this for herself she wasn to fond of bigger screen so she got smaller version of she has been use to home button being physical button so this one has home button from iphone which has that taptic feedback home button which isn actual button just felt really weird for her but eventually got how it works now it not issue other than that she says it nice upgrade for iphone if you need to upgrade want smaller screen
,
4,upgraded from iphone so not sure what new but do not like power button on side it easier on top like weight size but still learning features
,
5,love all features on new phone enjoy learning all new things
,
5,lost old phone but this to replace happy with camera in iphone
,
5,great phone great price love all extras with this phone
,
4,had while this isn huge step forward it def marked improvement over my love stereo speakers improved battery just overall performance didn want to spend money on very happy with this
,
5,it was time to upgrade my iphone 6s which was still in great shape so after much research chose iphone have kept my 6s for my work phone love my new iphone chose silver which actually looks white to me it is beautiful love feel of phone camera is fabulous win win for me
,
5,excellent product works as advertised love color
,
5,phone is easy to use camera is very good processor is fast as well
,
5,happy with purchase just what was expecting
,
5,very happy with this phone went from to it is vast improvement
,
3,really like 6s besides better camera should ve waited for
,
5,daughter loves her new iphone camera is much better more space
,
5,until you have extra power you don know what you re missing in today phone usage we spend time on social media news sports sites so clarity of sound picture are great battery life will knock your socks off best phone yet
,
4,had problems with phone not locking at first even though had auto lock on after updated it to current version haven noticed this problem now
,
5,very responsive easy to utilize love new features from upgraded ios operating system especially increase in battery life do not have to utilize external battery as was needed with iphone fully recommend for others wanting new iphone without spending extremely high price let iphone work out kinks before switching
,
5,little pricey but worth it loving it would recommend it to friend
,
5,upgraded from iphone love new features
,
5,it was working good anything looking great camera working good
,
5,really happy with my brand new iphone ve had iphone for several years touchscreen has been less responsive over time so my new iphone is vast improvement as touch screen is very responsive also display clarity set-up siri camera etc are all new improved love it
,
5,good camera great battery life another happy iphone user
,
5,very satisfied with speed battery life highly recommend
,
4,purchased phone couple weeks ago it has worked great very easy to figure out has awesome camera battery life is good as well
,
5,my wife loves phone have been waiting since better in every way
,
5,love phone better in every possible way buy one
,
5,have been apple fan for years went from to it faster but still getting used to multi touch
,
4,love this phone size is perfect camera is amazing
,
4,bought this for my son he seems to really like it
,
5,really like this phone it replaced iphone works great fast processor really good camera easy to setup
,
5,love my iphone upgraded from so well worth upgrade love camera wireless charging speed
,
4,really not huge changes from to 8s iphone yes size matters but wouldn have purchased new phone if didn have some malfunctioning just too expensive
,
4,this iphone is little faster than 6s had also battery lasts longer otherwise it is pretty much same
,
5,excellent feature much better than my 6s phone
,
5,apple again has made great improvements never failed to impress
,
4,iphone has new feel but it very fast think going to like it when figure out how to plug headphones in
,
5,just right size easy to use nice upgrade this phone is what was looking for
,
5,battery life on this phone is great can go day without charging phone that with heavy use
,
5,needed new phone badly this phone works great
,
5,my experience buying now using th new iphone has been nothing short of fantastic this phone is gig hey siri feature is amazingly convenient advanced camera is lot more fun to play with
,
5,this version of iphone is great while it is bumming that home button is not button anymore camera can take excellent quality photos operating system is fast reliable
,
5,can wait to set it up it seems like really big improvement
,
5,was going to gt but price difference for added features made upgrade worthwhile still need to get to apple store for learn about newer features
,
4,great product excellent upgrad from phone great camera
,
5,we always buy apple phones wife loves this phone
,
5,had iphone so this is big step up but it amazing features that this phone brings
,
5,for price it was worth it upgraded from plus if you have it isn worth upgrading to ios is beautiful
,
5,owned iphone kept it as backup purchased straight up on surface they look quite similar but don let that fool you thing is wickedly fast simply didn care about coming out spending grand on phone is end of line for me get it if you have older you ll be happy no problems at all
,
5,great to deal with walked in to mobile store minutes later walked out with new phone didn have to make appointment like other places at mall
,
5,bought iphone 8plus after few days returned it for iphone8 plus was too big is perfect
,
5,prons big screen no freezing camera resolution 4g lte cons slippery surface need cover medium antenna
,
5,upgraded my dads phone because his old phone was goin out
,
4,great phone works much better than my 5s little disappointed on camera though thought it had more options updates probably should ve read more reviews possibly would ve gotten plus just for added camera benefits
,
5,so far so good it has features that are very useful
,
5,didn regret my purchase loving my new phone best buy
,
5,love my new iphone no cracks like my old battery lasts all day
,
5,love thin sleek design sound picture quality
,
4,purchased for family member phone seems same but was told processor is bit quicker
,
5,easy to use program goodbattery life superb camera screen resolution
,
5,bought these for my teen daughter they re solid phones
,
4,nice upgrade from iphone 5s faster processor better camera more memory all are improvements initial cell data reception issues seem to be resolved with last ois update needed new phone immediately so could not wait for this phone is solid but not revolutionary
,
4,phone is great battery life is best ve seen from iphone yet also glass seems to be stronger time will tell love they want back to there original black shade
,
5,love camera space on phone is excellent should have all phones start with gigabytes
,
4,this phone is nice upgrade from apple iphone 5s you have to use adapter for headphones if you want to use your own wired headphones which is bit annoying at first
,
4,this phone was well worth wait color is perfect camera takes phenomenal pictures size is just right
,
5,upgraded from iphone speed of processor on this phone is definitely noticeable didn think would notice difference but do so happy that did not wait upgrade
,
5,upgraded from iphone speed of processor on this phone is definitely noticeable didn think would notice difference but do so happy that did not wait upgrade
,
5,love phone color it just great processing system is so fast
,
5,iphoneb8 plus is great phone phone itself is sleeker much faster than previously owned
,
5,it is nice phone it has great camera like it
,
5,it is nice phone camera is great like it
,
4,great phone but then again it is iphone so that is expected love waterproof feature but wish it had audio jack
,
3,would not bother with upgrading if you have iphone 6s better my battery on my 6s was not lasting as long as would like so decided to upgrade don feel like anything earth shattering came of it in hindsight it would probably have been better to just replace battery on my 6s having said that there is nothing wrong with this phone but it was expensive purchase for not that much more utility it does fee nicer to hold though
,
5,love how easy it was to transfer my data just as easy to use as my iphone
,
4,if you like no control be protected from everything then get iphone
,
5,excelent had old iphone this is such great upgrade
,
5,get service from seller was very superpleased
,
5,easy to use good replacement for my iphone camera awesome
,
5,great phone for regular people easy to use ui all tech enthusiasts should get instead
,
5,love this upgrade iphone love color too
,
5,best phone ever am so glad waited skipped love my iphone
,
4,so far so good camera is best thing about new iphone if you take lot of pics you ll notice significant difference
,
5,had had apple products in past decided to try samsung s8 plus it was nice phone but never got used to andriod os upgraded to iphone love it
,
4,love size of my iphone love capabilities
,
4,i-phone is up to task little pricey but attractive solid device with very good battery response like then size screen resolution is great design change for headphones was unnecessary but at least they give you adapter
,
2,phone very seldom used battery won hold charge
,
5,love this phone so far so good nice upgrade from iphone that was using
,
5,continue to buy in this store everything necessary for me my children because always feel very well attended by its employees all its staff products that buy are of very good quality thanks for listening to me
,
5,great phone but not much difference from iphone
,
5,biggest change from is wireless charging
,
4,no new bells whistles in terms of function but processor works great
,
4,we love iphone good size memory for price
,
5,simple upgrades on as opposed to more innovative this is nice familiar package with significant speed upgrades
,
4,wanted to upgrade from 6s this is nice option standard apple features could have waited for
,
5,had to pick between money per month was negligible am still fan of classic iphone design
,
5,made my return to iphone after year break previous discount provider was ok but android can meet iphone quality is smooth sleek easy to transition for me great product
,
4,love my new iphone camera is fabulous still dont like button that isnt button anymore but other than that its great phone
,
5,amazing phone upgrade was much worth it excellent
,
5,really like how phone looks works really great
,
5,really like this new phone would recommend it to anyone
,
5,great for replacement for my iphone 5s very responsive
,
5,product is as described am still preferred android user this was gift for my sister
,
5,huge upgrade from my old phone bigger screen better camera good size
,
5,siri has really stepped her game up it like having alexa in your pocket plus great camera etc
,
5,great phone love it although hate lighting adapter for headphones
,
5,great phone too many options to mention great battery life camera is crazy good
,
5,upgraded from iphone notice big difference
,
5,love upgrade to my phone new features
,
5,my son loves this new phone camera is awesome convenience of charging pad is great
,
5,if you have iphone earlier this is worthy upgrade battery life is noticeably faster than my iphone there bit of learning curve getting used to new home button but it worth upgrade if you re eligible for it
,
5,have always been iphone apple user my wife both have iphones we both have macbooks everything just syncs works together great now ve always been plus size user but decided to get regular iphone this time not much different but getting use to screen resolution is on point pictures are great wireless charging is best function have found so far am neat organized person am that person that has spot for his keys wallet wedding ring phone now ve got my wireless charger next to my box that holds all my other stuff it great don have to worry about plugs anything when you leave especially when you are in hurry great phone
,
5,what is there to say it iphone wouldn purchase any other brang
,
5,daughter says it is working above par versus her iphone for which she replaced it with
,
5,everything read about is amazing just came from my experience is day to night difference it clearer sharper faster just flows don have plus for portrait feature but still love my pictures they re really crisp don know if this feature is new to but on photo mode you can change color mode before taking pictures that interesting there free app found for creative editing that starts with pris that real fun my phone is beautiful love looking at it it silver it so pretty had to find nice clear case so can admire it got it on opening day have nothing to complain about
,
5,awesome phone does everything it says it does plus new glass back looks sick
,
5,great looking phone nice camera works faster than my iphone plus very happy
,
5,easier to use updates happen faster lighter thinner
,
5,loving my new iphone super fast compared to my old iphone
,
5,my biggest complaint about was battery life no more complaining is awesome charges quick doesnt drain immediately
,
5,have been waiting for this product to get on market gift was well received
,
5,it is very easy to use would highly recommend it to anyone
,
5,nice looking phone great camera home button is little stiff
,
5,upgrade from differences are few but improved best thing same home charger car charger just needed to change case because of camera but that is no biggie
,
5,have had iphones love way they just work know many of android phones compete maybe even have more features have thought about switching at times thing that keeps me coming back is incremental improvements to great phone that works breadth of app store is incomparable iphone isn much different from previous generation but it does seem to be lot faster it has good battery life miss headphone jack but am finding ways to work around change
,
5,you can go wrong with iphone iphone is awesome nice size super fast
,
4,bought for my wife to replace her iphone it was great replacement only minor concern that seems to be know issue being addressed is there seems to be crackling sound coming from ear speaker when making phone calls thought saw update to fix issue but didn seem to work for ours on
,
4,my wife love it she has plenty of storage for her pictures seems lighter than other iphone we had just slight larger
,
4,easy to use more apps than necssary for senior citizen easy to use read as stated plenty of storage
,
5,had no learning curve to go through upgraded from my iphone was pleasantly surprised at how user friendly it is
,
4,this is great option over iphone on paper it will be just as fast with smaller lower resolution screen lower price point it feels great to hold familiar which don mind would not upgrade if you have but if you are coming from it is worth it
,
5,used to use samsung then switched to apple have had apple for last years will never go back to samsung
,
5,would recommend iphone for all age groups it is large enough to see easily but not too large for my pocket it is like having computer in my pocket
,
5,my new iphone is larger than my iphone 5s but not too large for my pocket it is easier to read has many functions that use
,
5,just recent my bought iphone in love with it
,
5,easy to transition from i6 to i8 we love camera
,
5,great phone as always from apple camera is excellent
,
5,camera is phenomenal phone processor is snappy augmented reality applications are sharp ios has not disappointed
,
5,am happy with my iphone service got
,
5,finally talked my parents into upgrading process went smoothly at store restoring from their old phones went better than expected
,
5,great phone love it best phone ever perfect size color cameras great
,
5,like iphone not plus has lot of good features one that is really great is you can now type with one hand
,
4,apple is overrated too expensive for most folks do like keyboard
,
5,great screen great camera phone is very fast smooth
,
5,iphone is most comfortable device yet very efficient operations it appears that all around apps transferring was very smooth highly recommended
,
4,just needed to upgrade old phone was about to give out dont see too many new features
,
5,even though there aren many differences from iphone to iphone this phone is faster am very happy with my purchase
,
5,replaced my broken iphone 6s with iphone fast great display most of technology of iphone less available now
,
5,iphone is premium feel great screen resolution
,
5,iphone need new phone my old iphone dided today so went too replace it
,
3,was so disappointed in battery life ve shut off all that not necessary don use yet battery doesn last long need to keep it in low battery mode put it in airplane mode when not using it my old iphone had better battery only thing better than my old phone is camera but it not like taking professional pictures that needed better camera by this time apple should have fantastic product phone has only been out one week already they have update very disappointed in this phone that is that expensive
,
5,my son always had iphone but was given android phone last year he wasn happy with it switched back to apple great decision iphone is way better than anticipated
,
5,love my new phone works great this is my 3rd apple phone
,
5,iphone has feel of my 6s yet features are upgraded li ve my new camera niecmy pics are more crisp
,
5,am loving it you will too this has been awesome upgrade for me
,
4,love sleekness of phone it many upgraded apps
,
5,phone feels behaves lot like battery size etc but glass back gives it nice look pretty solid phone all in all if you want to retain touch id sensor
,
4,it was fine but was not happy that chose 64gb stupidly my fault so giving it stars since it couldn help that it had tiny storage
,
5,what there to say about phone it same scenario every year but still worth upgrade
,
5,bought this phone because my phone stopped working it been ok since bought it
,
5,upgraded to iphone8 will upgrade to plus next time
,
5,had been thinking of getting new phone as my old one kept crashing good choice on my part
,
5,good phone for doing everything that need to dos
,
4,love phone glad they included wired headphones as didn want to drop another wad of cash for bt earbuds in us of phones are iphones globally are android being in us with iphone is just good common sense price not considered didn wait for as just not going to jump that hurdle of grand for portable breakable easy to lose device
,
3,was excited to buy new iphone it was quick purchase
,
5,bought iphone for my kids no complaints so far jealous that they now have better phone than do
,
5,works great amazing camera nice clean screen very happy
,
5,from my iphone it is great improve good response high performance camera
,
5,only thing better than iphone is iphone
,
4,same good old iphone nice slick felt really nice in hands seems like having fast chip works well
,
3,owned apple had trouble with it am ever so sorry bought battery doesn hold charge contacts touch letter it brings up who ever very poor
,
3,purchased new iphone unlocked for friend no hassles except when was asked if wished receipt to be sent via email none was sent in order to be sure had proof of purchase with applecare had to return to store ask for it to be physically printed this is not good service why is it not possible to access my account digitally gain access to receipt print it at home instead of spending time expense driving phone by way is as usual great
,
4,it works can make calls on it can look up stuff on ol inter web thumbs up
,
4,probably not worth it if you re upgrading from iphone but if you re doing verizon payment plan why not right upgrades are faster processor wireless charging this method charges very slowly only beneficial overnight think faster cable charging can usually get battery life in about hour slightly better camera that really it upgraded from that iphone se that seemed very fast it ran same processor as 6s mean honestly at certain point faster processors won matter glass back is very pretty but outer rim is still aluminum so it is very prone to dents everyone is waiting for iphone anyway haha
,
5,iiphone has glass screen glass back have slate grey color is really closer to black very nice to hold ant wireless charging is very handy vibrant screen color blazing fast phone
,
5,traded my son iphone for iphone battery last much longer everything runs smoother faster another happy purchase from best buy
,
4,upgrading from iphone six will not immediately jump out as huge change but added response of processor made it well worth it would not pay full price but with buy one get second free deal it was steal at
,
5,solid phone huge upgrade from iphone was using before
